10940,4615,7258,8396,6120,7185,8947,8728,6575,5211,8894,7282,12067,5921,7920,12085,6560,5093,4751,9500,7268,9027,7331,12014,9738
10116,10269,9416,11504,8038,8836,9005,11642,17389,13192,8621,7650,13274,6889,6634,21507,22299,12769,14909,8728,8299,13849,10484,9637,7887
7919,7267,9326,8998,7040,7766,6297,9262,9999,10208,10362,7365,10975,5609,4741,10274,6804,2877,8939,3599,8647,7532,6331,8267,6527
3527,4965,6285,3095,3172,4702,4131,2921,4660,7109,5747,4085,9620,3540,4024,4541,3094,3064,5501,7502,10609,3945,4589,5243,3381
2794,2453,3107,1832,1242,3635,1269,4229,1674,3716,1605,3614,3633,1249,2386,2891,4083,3259,3488,929,3997,1769,3647,1112,1498
9561,9162,12988,9110,10334,12907,11503,5861,10648,8753,11017,11353,8640,7095,9496,10322,8997,9094,9856,10428,13350,14101,12648,10615,15896
8571,12286,9577,9337,15252,13414,5467,13561,12307,12627,10538,14149,15683,9083,14601,11438,9100,13692,10403,6332,12006,11377,18808,13371,14394
9912,12474,7391,9956,14097,13952,9680,8684,9178,18465,13454,17959,9698,8981,21350,9547,14753,9280,16197,9062,20985,9523,13454,16869,12731
1670,1361,1845,1329,1080,1120,1216,2360,1599,1159,1472,1298,1360,1121,1472,1274,1795,1736,1405,1030,1610,1497,1973,1363,1020
9394,10974,12627,16227,10794,14730,10556,11824,9875,13643,12865,6952,9707,13829,10665,12572,6296,16473,21572,5906,15715,9768,14604,21575,15461
1908,1439,3242,3070,2425,3070,4090,1869,2298,1344,2981,2345,1969,4419,3597,2426,3751,2174,1236,4355,3532,2639,4085,2976,3040
9700,15922,9755,7142,9446,10513,9919,11493,11678,11949,10078,11027,9721,12180,12654,8838,8840,12178,7524,16387,9747,11028,13600,10823,11672
10859,7691,8139,9531,12956,8675,8510,12570,17420,13066,10530,12578,11968,10143,11013,13872,15344,8630,10671,11432,10930,14368,12320,13156,14789
9559,11653,16292,8653,15575,12381,10358,20613,15907,14779,22390,13885,16343,15779,17424,9924,23483,11155,17825,15975,10453,8281,19984,12251,8181
13704,14361,12026,6839,13447,12110,10722,11970,11593,10932,9617,12679,11249,12807,14758,11870,11754,10504,7926,14657,9280,10448,10060,18506,14539
9769,7895,19592,18124,13798,16597,12206,12917,15787,18590,15195,12458,6472,17220,14823,12636,12748,13658,13385,9918,16361,10864,16643,15643,20162
5914,8205,6163,4899,6416,10189,7342,10315,5713,2990,4435,8979,10576,9946,4570,12339,7585,2064,4102,10321,13845,5039,3954,3971,5342
1917,1377,2532,1605,1238,1471,3464,2549,1610,1403,2074,1499,1462,1408,1864,1956,2775,2464,1562,964,1451,1298,3339,1777,1238
10819,12626,6912,11217,8267,9960,20374,12551,10015,5582,24269,15114,17984,15224,4955,7478,9025,6306,10097,6627,12385,10920,15310,5508,10904
1509,1255,1912,1852,1130,1442,1560,1876,1260,1041,1700,1263,1948,2591,1679,1749,1258,1196,1270,927,1117,1394,1990,1223,1222
1412,1332,1837,1510,1807,1283,1315,1682,1368,1251,1679,1327,1599,1351,1406,1554,1750,1476,1643,1694,1749,1830,1875,1773,1698
1412,1332,1837,1510,1807,1283,1315,1682,1368,1251,1679,1327,1599,1351,1406,1554,1750,1476,1643,1694,1749,1830,1875,1773,1698
1539,1743,1342,1422,1122,1264,2754,2021,3479,1193,1307,6961,1190,1481,1195,1412,1484,1416,1309,1339,1623,1243,1843,1107,1172
1845,2471,2135,2006,1508,2419,2256,1928,1311,975,3685,1657,2299,2504,1906,2371,2081,1601,1423,1725,3257,1636,2789,1325,1951
2638,1286,2607,1394,994,1760,1987,3495,1229,1119,1507,2311,1278,1941,1467,2203,2680,1560,1645,1208,1557,1340,1789,2024,1239
3320,6079,2639,3540,2468,5142,4973,3481,2603,3146,3469,2960,3154,3644,3491,3246,3476,3720,3325,3121,2775,3651,1915,3020,3087
1412,1332,1837,1510,1807,1283,1315,1682,1368,1251,1679,1327,1599,1351,1406,1554,1750,1476,1643,1694,1749,1830,1875,1773,1698
1412,1332,1837,1510,1807,1283,1315,1682,1368,1251,1679,1327,1599,1351,1406,1554,1750,1476,1643,1694,1749,1830,1875,1773,1698
1564,1472,2219,1216,1279,1240,1527,1450,2018,1357,1372,1446,1482,1432,1254,1835,1275,1785,1544,1094,1436,1421,2011,1256,1339
12474,16419,14101,11511,19007,16120,14296,11819,9096,13076,13727,14706,18966,13271,16756,11204,12933,11012,8566,8329,13965,10919,15569,18798,14870
5663,3669,7464,3366,6785,3584,5063,5985,5118,2729,6563,5334,6929,3372,6069,4275,7369,4988,6311,6407,6888,4974,2347,3281,2315
1412,1332,1837,1510,1807,1283,1315,1682,1368,1251,1679,1327,1599,1351,1406,1554,1750,1476,1643,1694,1749,1830,1875,1773,1698
1412,1332,1837,1510,1807,1283,1315,1682,1368,1251,1679,1327,1599,1351,1406,1554,1750,1476,1643,1694,1749,1830,1875,1773,1698
6224,11774,12645,8923,12509,12450,11146,11126,12082,13260,15498,13425,11712,13313,12907,17970,15081,8915,13267,12474,14199,9545,10368,14555,13102
4414,8333,8469,3789,5495,6206,4875,4491,5131,5057,5830,4856,5821,3897,8968,8141,4575,6455,6890,4936,8594,7898,5143,5763,5222
1489,1313,1666,1672,1146,2219,1298,1333,1589,1158,1308,1670,1493,1358,1343,1248,1323,1575,1696,1083,1255,1249,2106,1328,1353
1638,1616,1594,2127,1378,1507,1594,2526,1833,1113,1606,1618,2441,1427,1547,1635,2324,2041,1807,1153,1597,1544,3375,1766,1546
3169,2739,2926,1494,2278,2303,2341,2509,3026,2426,4368,3640,2953,2789,1268,2565,3373,3753,3146,1246,3028,2064,3745,3161,2322
2101,1926,2427,3172,1762,3727,2264,2140,2843,1334,2751,3402,3745,2274,2173,1751,2187,3087,3038,2538,3148,2220,3319,2657,2524
2270,1892,1738,2176,1545,3344,3385,2164,2133,3739,1542,2614,4225,1662,1416,1814,2991,2038,3876,1568,1366,2088,3278,1593,1347
1412,1332,1837,1510,1807,1283,1315,1682,1368,1251,1679,1327,1599,1351,1406,1554,1750,1476,1643,1694,1749,1830,1875,1773,1698
2074,1612,1671,3440,1222,2277,1834,3551,2214,1693,2352,2139,2070,1471,1705,1555,1126,3488,2447,1114,1818,1807,1956,1654,1733
6485,8630,9161,5414,11142,5970,8164,5971,7743,6426,5301,8313,8631,9645,6299,7564,2933,3680,8939,9475,8642,7712,5160,9512,9039
9463,2742,9766,11172,11529,10028,7813,9526,8926,7396,6991,11175,6139,7712,5983,9111,7384,5585,7686,7307,8216,11887,12170,11986,9865
1560,1523,1259,1419,2460,1256,2282,1346,1737,942,1636,1766,1570,1164,1323,1904,1365,1378,1292,1287,1329,1253,2298,1296,923
2446,4034,2613,2343,1488,1516,1847,2248,2206,1086,4685,1510,1863,1916,1187,2975,1884,2145,2494,1157,2224,1884,4363,2163,1436
1298,1230,2096,1166,1468,1407,1226,1442,1819,1068,1385,1486,1468,2073,1139,1416,1479,1312,1224,1277,1316,1397,2804,1187,1035
